<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<VAL>,<COUNT>,<PREVIOUS>,<COL1>,<COL2>,<TIME>,<TSEClose>,<MarketValue>,<ShareCount>,,<OPENMarketValue>,<HIGHMarketValue>,<LOWMarketValue>,<CloseMarketValue>,<TseCloseMarketValue>,TradedOfTotalMarket
ABAD,d,20141108,0,2065,2065,2065,2065,151380,470640420,18,1986,آباد,13930817,0,2065,3.10E+11,150000000,,3.0975E+11,3.0975E+11,3.0975E+11,3.0975E+11,3.0975E+11,7.46
ABAD,d,20141109,0,2148,2148,2072,2148,3566152,11526186348,235,2065,آباد,13930818,0,2147,3.22E+11,150000000,,3.222E+11,3.222E+11,3.108E+11,3.222E+11,3.2205E+11,7.483
ABAD,d,20141110,0,2233,2233,2233,2233,1609394,5409173234,157,2147,آباد,13930819,0,2233,3.35E+11,150000000,,3.3495E+11,3.3495E+11,3.3495E+11,3.3495E+11,3.3495E+11,7.494
ABAD,d,20141111,0,2322,2322,2318,2322,2480178,8667893430,201,2233,آباد,13930820,0,2322,3.48E+11,150000000,,3.483E+11,3.483E+11,3.477E+11,3.483E+11,3.483E+11,7.511
ABAD,d,20141112,0,2414,2414,2414,2414,1874901,6813390234,162,2322,آباد,13930821,0,2414,3.62E+11,150000000,,3.621E+11,3.621E+11,3.621E+11,3.621E+11,3.621E+11,7.523
ABAD,d,20141115,0,2510,2510,2510,2510,607699,2296494521,60,2414,آباد,13930824,0,2510,3.77E+11,150000000,,3.765E+11,3.765E+11,3.765E+11,3.765E+11,3.765E+11,7.527
ABAD,d,20141116,0,2611,2611,2611,2611,562528,2210735040,43,2510,آباد,13930825,0,2611,3.92E+11,150000000,,3.9165E+11,3.9165E+11,3.9165E+11,3.9165E+11,3.9165E+11,7.531
ABAD,d,20141117,0,2715,2715,2715,2715,1071916,4380920692,101,2611,آباد,13930826,0,2715,4.07E+11,150000000,,4.0725E+11,4.0725E+11,4.0725E+11,4.0725E+11,4.0725E+11,7.538
ABAD,d,20141118,0,2823,2823,2730,2823,4474156,18987374294,496,2715,آباد,13930827,0,2819,4.23E+11,150000000,,4.2345E+11,4.2345E+11,4.095E+11,4.2345E+11,4.2285E+11,7.568
ABAD,d,20141119,0,2931,2931,2931,2931,1521115,6712680495,92,2819,آباد,13930828,0,2931,4.40E+11,150000000,,4.3965E+11,4.3965E+11,4.3965E+11,4.3965E+11,4.3965E+11,7.578
ABAD,d,20141122,0,3048,3048,3048,3048,456559,2095149251,59,2931,آباد,13930901,0,3048,4.57E+11,150000000,,4.572E+11,4.572E+11,4.572E+11,4.572E+11,4.572E+11,7.581
ABAD,d,20141123,0,3170,3170,3170,3170,567664,2708892608,65,3048,آباد,13930902,0,3170,4.76E+11,150000000,,4.755E+11,4.755E+11,4.755E+11,4.755E+11,4.755E+11,7.585
ABAD,d,20141124,0,3296,3296,3296,3296,618262,3067816044,70,3170,آباد,13930903,0,3296,4.94E+11,150000000,,4.944E+11,4.944E+11,4.944E+11,4.944E+11,4.944E+11,7.589
ABAD,d,20141125,0,3164,3164,3164,3164,615541,2932437324,94,3296,آباد,13930904,0,3164,4.75E+11,150000000,,4.746E+11,4.746E+11,4.746E+11,4.746E+11,4.746E+11,7.593
ABAD,d,20141126,0,3038,3291,3038,3291,6156569,29491787631,586,3164,آباد,13930905,0,3182,4.77E+11,150000000,,4.557E+11,4.9365E+11,4.557E+11,4.9365E+11,4.773E+11,7.634
ABAD,d,20141129,0,3309,3309,3075,3121,5777650,28628232658,836,3182,آباد,13930908,0,3291,4.94E+11,150000000,,4.9635E+11,4.9635E+11,4.6125E+11,4.6815E+11,4.9365E+11,7.673
ABAD,d,20141130,0,3188,3281,3160,3160,1181754,5716580748,113,3291,آباد,13930909,0,3213,4.82E+11,150000000,,4.782E+11,4.9215E+11,4.74E+11,4.74E+11,4.8195E+11,7.68
ABAD,d,20141201,0,3085,3085,3085,3085,96619,448698636,23,3213,آباد,13930910,0,3110,4.67E+11,150000000,,4.6275E+11,4.6275E+11,4.6275E+11,4.6275E+11,4.665E+11,7.681
ABAD,d,20141202,0,2986,3155,2986,2986,5228484,23712884904,525,3110,آباد,13930911,0,3012,4.52E+11,150000000,,4.479E+11,4.7325E+11,4.479E+11,4.479E+11,4.518E+11,7.716
ABAD,d,20141203,0,2892,2892,2892,2892,51050,222271700,3,3012,آباد,13930912,0,2961,4.44E+11,150000000,,4.338E+11,4.338E+11,4.338E+11,4.338E+11,4.4415E+11,7.716
ABAD,d,20141206,0,2843,2843,2843,2843,680,2910400,2,2961,آباد,13930915,0,2961,4.44E+11,150000000,,4.2645E+11,4.2645E+11,4.2645E+11,4.2645E+11,4.4415E+11,7.716
ABAD,d,20141207,0,2842,2842,2842,2842,978,4184862,3,2961,آباد,13930916,0,2960,4.44E+11,150000000,,4.263E+11,4.263E+11,4.263E+11,4.263E+11,4.44E+11,7.716
ABAD,d,20141208,0,2842,2842,2842,2842,2408,10301424,4,2960,آباد,13930917,0,2957,4.44E+11,150000000,,4.263E+11,4.263E+11,4.263E+11,4.263E+11,4.4355E+11,7.716
ABAD,d,20141209,0,2839,2839,2839,2839,1000,4274000,2,2957,آباد,13930918,0,2957,4.44E+11,150000000,,4.2585E+11,4.2585E+11,4.2585E+11,4.2585E+11,4.4355E+11,7.716
ABAD,d,20141210,0,2838,2838,2838,2838,6609,28240257,1,2957,آباد,13930919,0,2950,4.43E+11,150000000,,4.257E+11,4.257E+11,4.257E+11,4.257E+11,4.425E+11,7.716
ABAD,d,20141214,0,2832,2832,2832,2832,698,2976272,1,2950,آباد,13930923,0,2949,4.42E+11,150000000,,4.248E+11,4.248E+11,4.248E+11,4.248E+11,4.4235E+11,7.716
ABAD,d,20141216,0,2832,2832,2832,2832,3738,15935094,3,2949,آباد,13930925,0,2945,4.42E+11,150000000,,4.248E+11,4.248E+11,4.248E+11,4.248E+11,4.4175E+11,7.716
ABAD,d,20141217,0,2828,2828,2828,2828,523,2226411,1,2945,آباد,13930926,0,2945,4.42E+11,150000000,,4.242E+11,4.242E+11,4.242E+11,4.242E+11,4.4175E+11,7.716
ABAD,d,20141220,0,2827,2827,2827,2827,447,1902432,2,2945,آباد,13930929,0,2944,4.42E+11,150000000,,4.2405E+11,4.2405E+11,4.2405E+11,4.2405E+11,4.416E+11,7.716
ABAD,d,20141222,0,2826,2826,2826,2826,745,3169975,2,2944,آباد,13931001,0,2943,4.41E+11,150000000,,4.239E+11,4.239E+11,4.239E+11,4.239E+11,4.4145E+11,7.716
ABAD,d,20141224,0,2708,2708,2600,2600,4048,15960906,8,2943,آباد,13931003,0,2619,3.93E+11,150000000,,4.062E+11,4.062E+11,3.9E+11,3.9E+11,3.9285E+11,7.716
ABAD,d,20141227,0,2515,2515,2515,2515,866,3278676,2,2619,آباد,13931006,0,2618,3.93E+11,150000000,,3.7725E+11,3.7725E+11,3.7725E+11,3.7725E+11,3.927E+11,7.716
ABAD,d,20141228,0,2514,2612,2514,2541,7778781,29677132786,1181,2618,آباد,13931007,0,2534,3.80E+11,150000000,,3.771E+11,3.918E+11,3.771E+11,3.8115E+11,3.801E+11,7.768
ABAD,d,20141229,0,2491,2604,2433,2466,7779883,29307886605,1342,2534,آباد,13931008,0,2502,3.75E+11,150000000,,3.7365E+11,3.906E+11,3.6495E+11,3.699E+11,3.753E+11,7.82
ABAD,d,20141230,0,2516,2516,2403,2403,1420509,5233442851,366,2502,آباد,13931009,0,2447,3.67E+11,150000000,,3.774E+11,3.774E+11,3.6045E+11,3.6045E+11,3.6705E+11,7.83
ABAD,d,20141231,0,2349,2349,2349,2349,554382,1960849134,90,2447,آباد,13931010,0,2349,3.52E+11,150000000,,3.5235E+11,3.5235E+11,3.5235E+11,3.5235E+11,3.5235E+11,7.833
ABAD,d,20150103,0,2256,2318,2256,2256,1319217,4484252466,173,2349,آباد,13931013,0,2258,3.39E+11,150000000,,3.384E+11,3.477E+11,3.384E+11,3.384E+11,3.387E+11,7.842
ABAD,d,20150104,0,2168,2168,2168,2168,155358,507088512,18,2258,آباد,13931014,0,2168,3.25E+11,150000000,,3.252E+11,3.252E+11,3.252E+11,3.252E+11,3.252E+11,7.843
ABAD,d,20150105,0,2082,2082,2082,2082,10537,33022958,4,2168,آباد,13931015,0,2161,3.24E+11,150000000,,3.123E+11,3.123E+11,3.123E+11,3.123E+11,3.2415E+11,7.843
ABAD,d,20150106,0,2074,2074,2074,2074,45631,142505613,3,2161,آباد,13931016,0,2128,3.19E+11,150000000,,3.111E+11,3.111E+11,3.111E+11,3.111E+11,3.192E+11,7.844
ABAD,d,20150107,0,2043,2043,2043,2043,1850,5690600,3,2128,آباد,13931017,0,2127,3.19E+11,150000000,,3.0645E+11,3.0645E+11,3.0645E+11,3.0645E+11,3.1905E+11,7.844
ABAD,d,20150110,0,2042,2042,2042,2042,500,1537000,1,2127,آباد,13931020,0,2126,3.19E+11,150000000,,3.063E+11,3.063E+11,3.063E+11,3.063E+11,3.189E+11,7.844
ABAD,d,20150111,0,2041,2041,2041,2041,1951,5995423,2,2126,آباد,13931021,0,2125,3.19E+11,150000000,,3.0615E+11,3.0615E+11,3.0615E+11,3.0615E+11,3.1875E+11,7.844
ABAD,d,20150112,0,2041,2149,2041,2041,9635023,29976388404,1426,2125,آباد,13931022,0,2066,3.10E+11,150000000,,3.0615E+11,3.2235E+11,3.0615E+11,3.0615E+11,3.099E+11,7.908
ABAD,d,20150113,0,2072,2072,1984,1984,1592446,4766347035,232,2066,آباد,13931023,0,1988,2.98E+11,150000000,,3.108E+11,3.108E+11,2.976E+11,2.976E+11,2.982E+11,7.918
ABAD,d,20150114,0,1909,2012,1909,1960,5771880,16959576529,892,1988,آباد,13931024,0,1952,2.93E+11,150000000,,2.8635E+11,3.018E+11,2.8635E+11,2.94E+11,2.928E+11,7.957
ABAD,d,20150117,0,1985,2029,1960,1989,4133758,12560389508,525,1952,آباد,13931027,0,2018,3.03E+11,150000000,,2.9775E+11,3.0435E+11,2.94E+11,2.9835E+11,3.027E+11,7.984
ABAD,d,20150118,0,2025,2025,1938,1938,1194684,3509630521,225,2018,آباد,13931028,0,1952,2.93E+11,150000000,,3.0375E+11,3.0375E+11,2.907E+11,2.907E+11,2.928E+11,7.992
ABAD,d,20150119,0,1888,1969,1874,1874,2038054,5808480409,298,1952,آباد,13931029,0,1893,2.84E+11,150000000,,2.832E+11,2.9535E+11,2.811E+11,2.811E+11,2.8395E+11,8.006
ABAD,d,20150120,0,1821,1827,1817,1817,274388,751519865,42,1893,آباد,13931030,0,1819,2.73E+11,150000000,,2.7315E+11,2.7405E+11,2.7255E+11,2.7255E+11,2.7285E+11,8.008
ABAD,d,20150121,0,1747,1747,1747,1747,7160,18830800,3,1819,آباد,13931101,0,1815,2.72E+11,150000000,,2.6205E+11,2.6205E+11,2.6205E+11,2.6205E+11,2.7225E+11,8.008
ABAD,d,20150124,0,1742,1742,1742,1742,1257,3297111,2,1815,آباد,13931104,0,1814,2.72E+11,150000000,,2.613E+11,2.613E+11,2.613E+11,2.613E+11,2.721E+11,8.008
ABAD,d,20150125,0,1742,1792,1742,1742,2446369,6428186858,285,1814,آباد,13931105,0,1746,2.62E+11,150000000,,2.613E+11,2.688E+11,2.613E+11,2.613E+11,2.619E+11,8.024
ABAD,d,20150126,0,1676,1723,1676,1706,5395551,13676039168,680,1746,آباد,13931106,0,1684,2.53E+11,150000000,,2.514E+11,2.5845E+11,2.514E+11,2.559E+11,2.526E+11,8.06
ABAD,d,20150127,0,1750,1751,1695,1751,2784347,7327957420,360,1684,آباد,13931107,0,1748,2.62E+11,150000000,,2.625E+11,2.6265E+11,2.5425E+11,2.6265E+11,2.622E+11,8.079
ABAD,d,20150128,0,1749,1818,1749,1818,1702674,4626598936,252,1748,آباد,13931108,0,1805,2.71E+11,150000000,,2.6235E+11,2.727E+11,2.6235E+11,2.727E+11,2.7075E+11,8.09
ABAD,d,20150131,0,1819,1877,1780,1829,2253335,6237744128,453,1805,آباد,13931111,0,1839,2.76E+11,150000000,,2.7285E+11,2.8155E+11,2.67E+11,2.7435E+11,2.7585E+11,8.105
ABAD,d,20150201,0,1847,1847,1766,1766,2916938,7779008093,322,1839,آباد,13931112,0,1772,2.66E+11,150000000,,2.7705E+11,2.7705E+11,2.649E+11,2.649E+11,2.658E+11,8.125
ABAD,d,20150202,0,1714,1760,1701,1701,4591897,11831429118,892,1772,آباد,13931113,0,1712,2.57E+11,150000000,,2.571E+11,2.64E+11,2.5515E+11,2.5515E+11,2.568E+11,8.155
ABAD,d,20150203,0,1720,1780,1720,1780,7750322,20730153897,846,1712,آباد,13931114,0,1777,2.67E+11,150000000,,2.58E+11,2.67E+11,2.58E+11,2.67E+11,2.6655E+11,8.207
ABAD,d,20150204,0,1816,1848,1734,1747,6736377,18371591749,832,1777,آباد,13931115,0,1811,2.72E+11,150000000,,2.724E+11,2.772E+11,2.601E+11,2.6205E+11,2.7165E+11,8.252
ABAD,d,20150301,0,2089,2103,2006,2071,2549067,6349831974,381,1811,آباد,13931210,0,2051,4.10E+11,200000000,,4.178E+11,4.206E+11,4.012E+11,4.142E+11,4.102E+11,8.265
ABAD,d,20150302,0,2131,2132,2050,2050,2550856,6534066451,385,2051,آباد,13931211,0,2109,4.22E+11,200000000,,4.262E+11,4.264E+11,4.1E+11,4.1E+11,4.218E+11,8.277
ABAD,d,20150303,0,2029,2066,2025,2025,789905,1951449796,149,2109,آباد,13931212,0,2033,4.07E+11,200000000,,4.058E+11,4.132E+11,4.05E+11,4.05E+11,4.066E+11,8.281
ABAD,d,20150304,0,2017,2058,1953,2003,1532123,3718976475,284,2033,آباد,13931213,0,1998,4.00E+11,200000000,,4.034E+11,4.116E+11,3.906E+11,4.006E+11,3.996E+11,8.289
ABAD,d,20150307,0,2016,2052,1965,2007,1122402,2760629597,226,1998,آباد,13931216,0,2025,4.05E+11,200000000,,4.032E+11,4.104E+11,3.93E+11,4.014E+11,4.05E+11,8.294
ABAD,d,20150308,0,2058,2106,2046,2075,2992064,7596101127,480,2025,آباد,13931217,0,2090,4.18E+11,200000000,,4.116E+11,4.212E+11,4.092E+11,4.15E+11,4.18E+11,8.309
ABAD,d,20150309,0,2089,2126,2035,2054,750391,1891499187,145,2090,آباد,13931218,0,2075,4.15E+11,200000000,,4.178E+11,4.252E+11,4.07E+11,4.108E+11,4.15E+11,8.313
ABAD,d,20150310,0,2058,2075,1993,2047,1286681,3164560087,237,2075,آباد,13931219,0,2024,4.05E+11,200000000,,4.116E+11,4.15E+11,3.986E+11,4.094E+11,4.048E+11,8.32
ABAD,d,20150328,0,2264,2305,2223,2297,1810465,5003251545,258,2024,آباد,13940108,0,2276,4.55E+11,200000000,,4.528E+11,4.61E+11,4.446E+11,4.594E+11,4.552E+11,8.329
ABAD,d,20150329,0,2330,2366,2294,2364,1769871,5074637856,298,2276,آباد,13940109,0,2360,4.72E+11,200000000,,4.66E+11,4.732E+11,4.588E+11,4.728E+11,4.72E+11,8.338
ABAD,d,20150330,0,2388,2388,2266,2266,1027163,2838713625,162,2360,آباد,13940110,0,2276,4.55E+11,200000000,,4.776E+11,4.776E+11,4.532E+11,4.532E+11,4.552E+11,8.343
ABAD,d,20150331,0,2206,2294,2185,2185,997603,2699153160,187,2276,آباد,13940111,0,2228,4.46E+11,200000000,,4.412E+11,4.588E+11,4.37E+11,4.37E+11,4.456E+11,8.348
ABAD,d,20150404,0,2317,2317,2317,2317,184487,519146418,20,2228,آباد,13940115,0,2317,4.63E+11,200000000,,4.634E+11,4.634E+11,4.634E+11,4.634E+11,4.634E+11,8.349
ABAD,d,20150405,0,2409,2409,2409,2409,288149,843123974,29,2317,آباد,13940116,0,2409,4.82E+11,200000000,,4.818E+11,4.818E+11,4.818E+11,4.818E+11,4.818E+11,8.35
ABAD,d,20150406,0,2429,2429,2313,2313,2141910,6032225415,261,2409,آباد,13940117,0,2318,4.64E+11,200000000,,4.858E+11,4.858E+11,4.626E+11,4.626E+11,4.636E+11,8.361
ABAD,d,20150407,0,2305,2378,2226,2239,2788967,7701623032,387,2318,آباد,13940118,0,2273,4.55E+11,200000000,,4.61E+11,4.756E+11,4.452E+11,4.478E+11,4.546E+11,8.375
ABAD,d,20150408,0,2264,2322,2200,2207,1974395,5397632912,314,2273,آباد,13940119,0,2251,4.50E+11,200000000,,4.528E+11,4.644E+11,4.4E+11,4.414E+11,4.502E+11,8.385
ABAD,d,20150411,0,2162,2295,2161,2161,1070278,2842825380,162,2251,آباد,13940122,0,2187,4.37E+11,200000000,,4.324E+11,4.59E+11,4.322E+11,4.322E+11,4.374E+11,8.39
ABAD,d,20150412,0,2141,2141,2099,2099,292618,747438530,96,2187,آباد,13940123,0,2103,4.21E+11,200000000,,4.282E+11,4.282E+11,4.198E+11,4.198E+11,4.206E+11,8.391
ABAD,d,20150413,0,2019,2099,2019,2019,2159661,5332485172,192,2103,آباد,13940124,0,2033,4.07E+11,200000000,,4.038E+11,4.198E+11,4.038E+11,4.038E+11,4.066E+11,8.402
ABAD,d,20150414,0,2106,2107,2042,2066,800271,2019979608,150,2033,آباد,13940125,0,2078,4.16E+11,200000000,,4.212E+11,4.214E+11,4.084E+11,4.132E+11,4.156E+11,8.406
ABAD,d,20150415,0,2132,2160,2101,2160,2331386,6102195534,392,2078,آباد,13940126,0,2155,4.31E+11,200000000,,4.264E+11,4.32E+11,4.202E+11,4.32E+11,4.31E+11,8.418
ABAD,d,20150418,0,2222,2238,2162,2173,1055665,2813526456,222,2155,آباد,13940129,0,2194,4.39E+11,200000000,,4.444E+11,4.476E+11,4.324E+11,4.346E+11,4.388E+11,8.423
ABAD,d,20150419,0,2197,2253,2107,2107,751241,1974690227,166,2194,آباد,13940130,0,2164,4.33E+11,200000000,,4.394E+11,4.506E+11,4.214E+11,4.214E+11,4.328E+11,8.427
ABAD,d,20150420,0,2083,2160,2083,2131,149080,378564093,54,2164,آباد,13940131,0,2107,4.21E+11,200000000,,4.166E+11,4.32E+11,4.166E+11,4.262E+11,4.214E+11,8.428
ABAD,d,20150421,0,2141,2141,2075,2084,443882,1139993161,84,2107,آباد,13940201,0,2114,4.23E+11,200000000,,4.282E+11,4.282E+11,4.15E+11,4.168E+11,4.228E+11,8.43
ABAD,d,20150422,0,2099,2137,2030,2030,997092,2501910792,170,2114,آباد,13940202,0,2066,4.13E+11,200000000,,4.198E+11,4.274E+11,4.06E+11,4.06E+11,4.132E+11,8.435
ABAD,d,20150425,0,2009,2009,1983,1996,405698,979380856,109,2066,آباد,13940205,0,1987,3.97E+11,200000000,,4.018E+11,4.018E+11,3.966E+11,3.992E+11,3.974E+11,8.437
ABAD,d,20150426,0,1936,2066,1912,2066,1270582,3137802770,230,1987,آباد,13940206,0,2033,4.07E+11,200000000,,3.872E+11,4.132E+11,3.824E+11,4.132E+11,4.066E+11,8.443
ABAD,d,20150427,0,2099,2099,2012,2091,695607,1758234560,104,2033,آباد,13940207,0,2081,4.16E+11,200000000,,4.198E+11,4.198E+11,4.024E+11,4.182E+11,4.162E+11,8.447
ABAD,d,20150428,0,2038,2141,2009,2017,354346,886165586,122,2081,آباد,13940208,0,2059,4.12E+11,200000000,,4.076E+11,4.282E+11,4.018E+11,4.034E+11,4.118E+11,8.448
ABAD,d,20150429,0,2131,2131,2009,2021,146501,361477039,46,2059,آباد,13940209,0,2038,4.08E+11,200000000,,4.262E+11,4.262E+11,4.018E+11,4.042E+11,4.076E+11,8.449
ABAD,d,20150503,0,2001,2042,1959,1959,403540,968856092,119,2038,آباد,13940213,0,1977,3.95E+11,200000000,,4.002E+11,4.084E+11,3.918E+11,3.918E+11,3.954E+11,8.451
ABAD,d,20150504,0,1948,2056,1910,2056,745333,1818176219,113,1977,آباد,13940214,0,2008,4.02E+11,200000000,,3.896E+11,4.112E+11,3.82E+11,4.112E+11,4.016E+11,8.455
ABAD,d,20150505,0,2081,2088,2042,2088,1323579,3354771882,144,2008,آباد,13940215,0,2087,4.17E+11,200000000,,4.162E+11,4.176E+11,4.084E+11,4.176E+11,4.174E+11,8.462
ABAD,d,20150506,0,2141,2170,2063,2169,1376916,3609924904,242,2087,آباد,13940216,0,2159,4.32E+11,200000000,,4.282E+11,4.34E+11,4.126E+11,4.338E+11,4.318E+11,8.468
ABAD,d,20150509,0,2141,2201,2073,2073,1073818,2767976103,175,2159,آباد,13940219,0,2122,4.24E+11,200000000,,4.282E+11,4.402E+11,4.146E+11,4.146E+11,4.244E+11,8.474
ABAD,d,20150510,0,2043,2132,2038,2038,608192,1509855592,86,2122,آباد,13940220,0,2044,4.09E+11,200000000,,4.086E+11,4.264E+11,4.076E+11,4.076E+11,4.088E+11,8.477
ABAD,d,20150511,0,2042,2099,2003,2003,172514,430262149,44,2044,آباد,13940221,0,2052,4.10E+11,200000000,,4.084E+11,4.198E+11,4.006E+11,4.006E+11,4.104E+11,8.478
ABAD,d,20150512,0,2103,2103,2019,2092,651893,1634783874,147,2052,آباد,13940222,0,2065,4.13E+11,200000000,,4.206E+11,4.206E+11,4.038E+11,4.184E+11,4.13E+11,8.481
ABAD,d,20150513,0,2026,2099,2026,2050,142008,355163821,62,2065,آباد,13940223,0,2061,4.12E+11,200000000,,4.052E+11,4.198E+11,4.052E+11,4.1E+11,4.122E+11,8.482
ABAD,d,20150517,0,2017,2046,1982,2046,298038,725828591,43,2061,آباد,13940227,0,2005,4.01E+11,200000000,,4.034E+11,4.092E+11,3.964E+11,4.092E+11,4.01E+11,8.483
ABAD,d,20150518,0,2085,2085,2084,2085,520377,1317594212,101,2005,آباد,13940228,0,2085,4.17E+11,200000000,,4.17E+11,4.17E+11,4.168E+11,4.17E+11,4.17E+11,8.486
ABAD,d,20150519,0,2167,2168,2035,2168,920296,2409283938,175,2085,آباد,13940229,0,2155,4.31E+11,200000000,,4.334E+11,4.336E+11,4.07E+11,4.336E+11,4.31E+11,8.49
ABAD,d,20150520,0,2241,2241,2190,2218,1277180,3452565270,228,2155,آباد,13940230,0,2225,4.45E+11,200000000,,4.482E+11,4.482E+11,4.38E+11,4.436E+11,4.45E+11,8.497
ABAD,d,20150523,0,2232,2232,2114,2114,679604,1749954109,138,2225,آباد,13940302,0,2120,4.24E+11,200000000,,4.464E+11,4.464E+11,4.228E+11,4.228E+11,4.24E+11,8.5
ABAD,d,20150524,0,2114,2222,2099,2222,1023508,2706167912,195,2120,آباد,13940303,0,2177,4.35E+11,200000000,,4.228E+11,4.444E+11,4.198E+11,4.444E+11,4.354E+11,8.505
ABAD,d,20150525,0,2264,2285,2223,2272,1923591,5307596194,393,2177,آباد,13940304,0,2271,4.54E+11,200000000,,4.528E+11,4.57E+11,4.446E+11,4.544E+11,4.542E+11,8.515
ABAD,d,20150526,0,2264,2333,2159,2159,876874,2336988352,202,2271,آباد,13940305,0,2194,4.39E+11,200000000,,4.528E+11,4.666E+11,4.318E+11,4.318E+11,4.388E+11,8.519
ABAD,d,20150527,0,2089,2288,2089,2132,908144,2404477737,228,2194,آباد,13940306,0,2180,4.36E+11,200000000,,4.178E+11,4.576E+11,4.178E+11,4.264E+11,4.36E+11,8.524
ABAD,d,20150530,0,2104,2196,2075,2141,1015930,2606168487,176,2180,آباد,13940309,0,2112,4.22E+11,200000000,,4.208E+11,4.392E+11,4.15E+11,4.282E+11,4.224E+11,8.529
ABAD,d,20150531,0,2071,2179,2071,2179,508083,1321790681,144,2112,آباد,13940310,0,2142,4.28E+11,200000000,,4.142E+11,4.358E+11,4.142E+11,4.358E+11,4.284E+11,8.531
ABAD,d,20150601,0,2182,2249,2174,2221,1530288,4158048202,314,2142,آباد,13940311,0,2237,4.47E+11,200000000,,4.364E+11,4.498E+11,4.348E+11,4.442E+11,4.474E+11,8.539
ABAD,d,20150602,0,2284,2284,2142,2178,1027575,2752820280,204,2237,آباد,13940312,0,2206,4.41E+11,200000000,,4.568E+11,4.568E+11,4.284E+11,4.356E+11,4.412E+11,8.544
ABAD,d,20150606,0,2215,2215,2116,2126,372254,965682449,89,2206,آباد,13940316,0,2136,4.27E+11,200000000,,4.43E+11,4.43E+11,4.232E+11,4.252E+11,4.272E+11,8.546
ABAD,d,20150607,0,2172,2172,2033,2058,587149,1482553684,116,2136,آباد,13940317,0,2079,4.16E+11,200000000,,4.344E+11,4.344E+11,4.066E+11,4.116E+11,4.158E+11,8.549
ABAD,d,20150608,0,2052,2052,1975,1975,1008593,2425768626,223,2079,آباد,13940318,0,1980,3.96E+11,200000000,,4.104E+11,4.104E+11,3.95E+11,3.95E+11,3.96E+11,8.554
ABAD,d,20150609,0,1935,2006,1881,1881,690495,1587709337,183,1980,آباد,13940319,0,1893,3.79E+11,200000000,,3.87E+11,4.012E+11,3.762E+11,3.762E+11,3.786E+11,8.557
ABAD,d,20150610,0,1952,1952,1852,1902,492721,1131854005,134,1893,آباد,13940320,0,1891,3.78E+11,200000000,,3.904E+11,3.904E+11,3.704E+11,3.804E+11,3.782E+11,8.56
ABAD,d,20150613,0,1950,1950,1877,1910,590139,1365975310,166,1891,آباد,13940323,0,1906,3.81E+11,200000000,,3.9E+11,3.9E+11,3.754E+11,3.82E+11,3.812E+11,8.563
ABAD,d,20150614,0,1951,1951,1894,1922,423327,992087441,83,1906,آباد,13940324,0,1930,3.86E+11,200000000,,3.902E+11,3.902E+11,3.788E+11,3.844E+11,3.86E+11,8.565
ABAD,d,20150615,0,1947,1947,1833,1833,1118164,2498664984,210,1930,آباد,13940325,0,1840,3.68E+11,200000000,,3.894E+11,3.894E+11,3.666E+11,3.666E+11,3.68E+11,8.571
ABAD,d,20150616,0,1840,1902,1840,1902,603569,1360678037,140,1840,آباد,13940326,0,1856,3.71E+11,200000000,,3.68E+11,3.804E+11,3.68E+11,3.804E+11,3.712E+11,8.574
ABAD,d,20150617,0,1891,1942,1891,1908,570881,1329631480,147,1856,آباد,13940327,0,1917,3.83E+11,200000000,,3.782E+11,3.884E+11,3.782E+11,3.816E+11,3.834E+11,8.576
ABAD,d,20150620,0,1902,1926,1822,1829,1808056,4092022100,381,1917,آباد,13940330,0,1863,3.73E+11,200000000,,3.804E+11,3.852E+11,3.644E+11,3.658E+11,3.726E+11,8.586
ABAD,d,20150621,0,1918,1956,1861,1869,1714963,3996106696,332,1863,آباد,13940331,0,1918,3.84E+11,200000000,,3.836E+11,3.912E+11,3.722E+11,3.738E+11,3.836E+11,8.594
ABAD,d,20150622,0,1870,1954,1870,1918,891771,2068007098,199,1918,آباد,13940401,0,1909,3.82E+11,200000000,,3.74E+11,3.908E+11,3.74E+11,3.836E+11,3.818E+11,8.599
ABAD,d,20150623,0,1918,2004,1918,2004,1129108,2715591235,231,1909,آباد,13940402,0,1980,3.96E+11,200000000,,3.836E+11,4.008E+11,3.836E+11,4.008E+11,3.96E+11,8.604
ABAD,d,20150624,0,2079,2079,1976,2079,2414549,6057184178,362,1980,آباد,13940403,0,2066,4.13E+11,200000000,,4.158E+11,4.158E+11,3.952E+11,4.158E+11,4.132E+11,8.616
ABAD,d,20150627,0,2058,2103,2001,2042,396033,996727188,147,2066,آباد,13940406,0,2072,4.14E+11,200000000,,4.116E+11,4.206E+11,4.002E+11,4.084E+11,4.144E+11,8.618
ABAD,d,20150628,0,2071,2071,1969,1969,940852,2268221573,207,2072,آباد,13940407,0,1985,3.97E+11,200000000,,4.142E+11,4.142E+11,3.938E+11,3.938E+11,3.97E+11,8.623
ABAD,d,20150629,0,2017,2025,1935,1959,344516,831522065,81,1985,آباد,13940408,0,1987,3.97E+11,200000000,,4.034E+11,4.05E+11,3.87E+11,3.918E+11,3.974E+11,8.625
