<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<VAL>,<COUNT>,<PREVIOUS>,<COL1>,<COL2>,<TIME>,<TSEClose>,<MarketValue>,<ShareCount>,,<OPENMarketValue>,<HIGHMarketValue>,<LOWMarketValue>,<CloseMarketValue>,<TseCloseMarketValue>,TradedOfTotalMarket
ABAD,d,20050425,0,658,683,648,669,287037,1050254338,81,651,آباد,13840205,0,669,53520000000,80000000,,52640000000,54640000000,51840000000,53520000000,53520000000,4.382
ABAD,d,20050501,0,703,703,636,654,26966,95364251,19,669,آباد,13840211,0,654,52320000000,80000000,,56240000000,56240000000,50880000000,52320000000,52320000000,4.382
ABAD,d,20050502,0,637,637,622,623,119713,407571005,44,654,آباد,13840212,0,623,49840000000,80000000,,50960000000,50960000000,49760000000,49840000000,49840000000,4.384
ABAD,d,20050503,0,622,654,595,623,465236,1584718204,137,623,آباد,13840213,0,623,49840000000,80000000,,49760000000,52320000000,47600000000,49840000000,49840000000,4.389
ABAD,d,20050504,0,654,654,628,641,455883,1598695442,63,623,آباد,13840214,0,641,51280000000,80000000,,52320000000,52320000000,50240000000,51280000000,51280000000,4.395
ABAD,d,20050507,0,654,659,640,646,207422,732266878,87,641,آباد,13840217,0,646,51680000000,80000000,,52320000000,52720000000,51200000000,51680000000,51680000000,4.398
ABAD,d,20050508,0,646,659,614,637,539061,1858348691,92,646,آباد,13840218,0,637,50960000000,80000000,,51680000000,52720000000,49120000000,50960000000,50960000000,4.404
ABAD,d,20050509,0,641,668,632,660,600885,2154602901,120,637,آباد,13840219,0,660,52800000000,80000000,,51280000000,53440000000,50560000000,52800000000,52800000000,4.412
ABAD,d,20050510,0,693,693,693,693,80016,303100608,37,660,آباد,13840220,0,693,55440000000,80000000,,55440000000,55440000000,55440000000,55440000000,55440000000,4.413
ABAD,d,20050511,0,728,728,728,728,64870,257987990,34,693,آباد,13840221,0,728,58240000000,80000000,,58240000000,58240000000,58240000000,58240000000,58240000000,4.414
ABAD,d,20050514,0,764,764,764,764,177487,741008225,65,728,آباد,13840224,0,764,61120000000,80000000,,61120000000,61120000000,61120000000,61120000000,61120000000,4.416
ABAD,d,20050515,0,802,802,767,798,1779214,7762549494,570,764,آباد,13840225,0,798,63840000000,80000000,,64160000000,64160000000,61360000000,63840000000,63840000000,4.438
ABAD,d,20050516,0,818,838,803,836,443352,2025164634,159,798,آباد,13840226,0,836,66880000000,80000000,,65440000000,67040000000,64240000000,66880000000,66880000000,4.444
ABAD,d,20050517,0,877,877,876,877,489157,2345883182,206,836,آباد,13840227,0,877,70160000000,80000000,,70160000000,70160000000,70080000000,70160000000,70160000000,4.45
ABAD,d,20050518,0,921,921,914,921,231574,1165284368,89,877,آباد,13840228,0,921,73680000000,80000000,,73680000000,73680000000,73120000000,73680000000,73680000000,4.453
ABAD,d,20050523,0,875,967,875,916,515234,2579034851,229,921,آباد,13840302,0,916,73280000000,80000000,,70000000000,77360000000,70000000000,73280000000,73280000000,4.459
ABAD,d,20050524,0,961,961,885,935,524927,2681468869,213,916,آباد,13840303,0,935,74800000000,80000000,,76880000000,76880000000,70800000000,74800000000,74800000000,4.466
ABAD,d,20050525,0,897,908,893,898,286645,1407708088,140,935,آباد,13840304,0,898,71840000000,80000000,,71760000000,72640000000,71440000000,71840000000,71840000000,4.469
ABAD,d,20050528,0,943,943,907,942,303110,1560176134,126,898,آباد,13840307,0,942,75360000000,80000000,,75440000000,75440000000,72560000000,75360000000,75360000000,4.473
ABAD,d,20050529,0,979,979,915,939,221894,1138475891,94,942,آباد,13840308,0,939,75120000000,80000000,,78320000000,78320000000,73200000000,75120000000,75120000000,4.476
ABAD,d,20050530,0,930,950,892,909,1049463,5215138790,319,939,آباد,13840309,0,909,72720000000,80000000,,74400000000,76000000000,71360000000,72720000000,72720000000,4.489
ABAD,d,20050531,0,864,888,864,865,368001,1739258165,108,909,آباد,13840310,0,865,69200000000,80000000,,69120000000,71040000000,69120000000,69200000000,69200000000,4.494
ABAD,d,20050601,0,821,821,821,821,329127,1477780230,83,865,آباد,13840311,0,821,65680000000,80000000,,65680000000,65680000000,65680000000,65680000000,65680000000,4.498
ABAD,d,20050606,0,788,862,788,807,902870,3982243447,319,821,آباد,13840316,0,807,64560000000,80000000,,63040000000,68960000000,63040000000,64560000000,64560000000,4.509
ABAD,d,20050607,0,805,843,791,822,297060,1334767691,108,807,آباد,13840317,0,822,65760000000,80000000,,64400000000,67440000000,63280000000,65760000000,65760000000,4.513
ABAD,d,20050608,0,822,847,814,825,282386,1272781946,113,822,آباد,13840318,0,825,66000000000,80000000,,65760000000,67760000000,65120000000,66000000000,66000000000,4.516
ABAD,d,20050611,0,807,807,798,805,155591,684803049,51,825,آباد,13840321,0,805,64400000000,80000000,,64560000000,64560000000,63840000000,64400000000,64400000000,4.518
ABAD,d,20050612,0,813,845,812,839,208402,955054955,72,805,آباد,13840322,0,839,67120000000,80000000,,65040000000,67600000000,64960000000,67120000000,67120000000,4.521
ABAD,d,20050613,0,876,880,834,859,356074,1672455863,143,839,آباد,13840323,0,859,68720000000,80000000,,70080000000,70400000000,66720000000,68720000000,68720000000,4.525
ABAD,d,20050614,0,902,902,878,901,317656,1565296516,83,859,آباد,13840324,0,901,72080000000,80000000,,72160000000,72160000000,70240000000,72080000000,72080000000,4.529
ABAD,d,20050615,0,946,946,887,929,859711,4367318030,277,901,آباد,13840325,0,929,74320000000,80000000,,75680000000,75680000000,70960000000,74320000000,74320000000,4.54
ABAD,d,20050618,0,976,976,929,950,269848,1401829847,108,929,آباد,13840328,0,950,76000000000,80000000,,78080000000,78080000000,74320000000,76000000000,76000000000,4.543
ABAD,d,20050619,0,934,934,903,903,347759,1717516676,96,950,آباد,13840329,0,903,72240000000,80000000,,74720000000,74720000000,72240000000,72240000000,72240000000,4.548
ABAD,d,20050620,0,864,948,859,914,127215,635452001,55,903,آباد,13840330,0,914,73120000000,80000000,,69120000000,75840000000,68720000000,73120000000,73120000000,4.549
ABAD,d,20050621,0,915,933,910,914,117984,589336988,76,914,آباد,13840331,0,914,73120000000,80000000,,73200000000,74640000000,72800000000,73120000000,73120000000,4.551
ABAD,d,20050622,0,931,959,924,949,384341,1993375573,137,914,آباد,13840401,0,949,75920000000,80000000,,74480000000,76720000000,73920000000,75920000000,75920000000,4.556
ABAD,d,20050625,0,901,901,901,901,184228,907691356,46,949,آباد,13840404,0,901,72080000000,80000000,,72080000000,72080000000,72080000000,72080000000,72080000000,4.558
ABAD,d,20050626,0,900,901,856,858,1243416,5831413237,308,901,آباد,13840405,0,858,68640000000,80000000,,72000000000,72080000000,68480000000,68640000000,68640000000,4.573
ABAD,d,20050627,0,837,842,815,819,478614,2141354770,126,858,آباد,13840406,0,819,65520000000,80000000,,66960000000,67360000000,65200000000,65520000000,65520000000,4.579
ABAD,d,20050628,0,785,785,778,778,436320,1855560830,140,819,آباد,13840407,0,778,62240000000,80000000,,62800000000,62800000000,62240000000,62240000000,62240000000,4.585
ABAD,d,20050629,0,741,758,739,740,473931,1915758976,125,778,آباد,13840408,0,740,59200000000,80000000,,59280000000,60640000000,59120000000,59200000000,59200000000,4.591
ABAD,d,20050702,0,739,739,703,703,643323,2471468006,185,740,آباد,13840411,0,703,56240000000,80000000,,59120000000,59120000000,56240000000,56240000000,56240000000,4.599
ABAD,d,20050703,0,703,703,668,668,667859,2437174031,142,703,آباد,13840412,0,668,53440000000,80000000,,56240000000,56240000000,53440000000,53440000000,53440000000,4.607
ABAD,d,20050704,0,634,701,634,670,229130,839350413,78,668,آباد,13840413,0,670,53600000000,80000000,,50720000000,56080000000,50720000000,53600000000,53600000000,4.61
ABAD,d,20050705,0,701,704,671,671,2206,8464640,5,670,آباد,13840414,0,671,53680000000,80000000,,56080000000,56320000000,53680000000,53680000000,53680000000,4.61
ABAD,d,20050706,0,705,705,686,686,29320,112910320,8,671,آباد,13840415,0,686,54880000000,80000000,,56400000000,56400000000,54880000000,54880000000,54880000000,4.61
ABAD,d,20050709,0,720,720,705,705,34510,135899510,16,686,آباد,13840418,0,705,56400000000,80000000,,57600000000,57600000000,56400000000,56400000000,56400000000,4.611
ABAD,d,20050711,0,740,740,714,736,223041,897085131,113,705,آباد,13840420,0,736,58880000000,80000000,,59200000000,59200000000,57120000000,58880000000,58880000000,4.614
ABAD,d,20050712,0,723,773,723,761,185974,773637633,86,736,آباد,13840421,0,761,60880000000,80000000,,57840000000,61840000000,57840000000,60880000000,60880000000,4.616
ABAD,d,20050713,0,752,752,723,743,42582,170991936,29,761,آباد,13840422,0,743,59440000000,80000000,,60160000000,60160000000,57840000000,59440000000,59440000000,4.617
ABAD,d,20050716,0,714,714,706,707,117886,455637070,40,743,آباد,13840425,0,707,56560000000,80000000,,57120000000,57120000000,56480000000,56560000000,56560000000,4.618
ABAD,d,20050717,0,677,695,672,681,89365,332492016,35,707,آباد,13840426,0,681,54480000000,80000000,,54160000000,55600000000,53760000000,54480000000,54480000000,4.619
ABAD,d,20050718,0,673,681,647,651,109671,390091229,34,681,آباد,13840427,0,651,52080000000,80000000,,53840000000,54480000000,51760000000,52080000000,52080000000,4.621
ABAD,d,20050719,0,627,629,618,620,69587,235896450,21,651,آباد,13840428,0,620,49600000000,80000000,,50160000000,50320000000,49440000000,49600000000,49600000000,4.621
ABAD,d,20050720,0,651,651,640,647,53480,189032630,15,620,آباد,13840429,0,647,51760000000,80000000,,52080000000,52080000000,51200000000,51760000000,51760000000,4.622
ABAD,d,20050723,0,668,668,649,649,4943,18040910,2,647,آباد,13840501,0,649,51920000000,80000000,,53440000000,53440000000,51920000000,51920000000,51920000000,4.622
ABAD,d,20050724,0,681,681,674,674,50510,188048350,24,649,آباد,13840502,0,674,53920000000,80000000,,54480000000,54480000000,53920000000,53920000000,53920000000,4.623
ABAD,d,20050725,0,708,708,708,708,280490,1085215810,51,674,آباد,13840503,0,708,56640000000,80000000,,56640000000,56640000000,56640000000,56640000000,56640000000,4.626
ABAD,d,20050726,0,731,743,673,724,429536,1699330146,170,708,آباد,13840504,0,724,57920000000,80000000,,58480000000,59440000000,53840000000,57920000000,57920000000,4.632
ABAD,d,20050727,0,724,760,724,753,126741,521400656,41,724,آباد,13840505,0,753,60240000000,80000000,,57920000000,60800000000,57920000000,60240000000,60240000000,4.633
ABAD,d,20050730,0,760,760,732,744,55553,225495906,30,753,آباد,13840508,0,744,59520000000,80000000,,60800000000,60800000000,58560000000,59520000000,59520000000,4.634
ABAD,d,20050731,0,768,768,714,726,228795,915819155,30,744,آباد,13840509,0,726,58080000000,80000000,,61440000000,61440000000,57120000000,58080000000,58080000000,4.637
ABAD,d,20050801,0,732,732,704,724,109700,434018891,35,726,آباد,13840510,0,724,57920000000,80000000,,58560000000,58560000000,56320000000,57920000000,57920000000,4.638
ABAD,d,20050802,0,714,732,714,728,52342,208626472,23,724,آباد,13840511,0,728,58240000000,80000000,,57120000000,58560000000,57120000000,58240000000,58240000000,4.639
ABAD,d,20050803,0,728,732,728,728,7590,30357500,6,728,آباد,13840512,0,728,58240000000,80000000,,58240000000,58560000000,58240000000,58240000000,58240000000,4.639
ABAD,d,20050806,0,728,744,726,730,40089,160340334,18,728,آباد,13840515,0,730,58400000000,80000000,,58240000000,59520000000,58080000000,58400000000,58400000000,4.639
ABAD,d,20050807,0,731,732,717,730,10811,43128012,13,730,آباد,13840516,0,730,58400000000,80000000,,58480000000,58560000000,57360000000,58400000000,58400000000,4.64
ABAD,d,20050808,0,730,732,704,719,30501,117935806,34,730,آباد,13840517,0,719,57520000000,80000000,,58400000000,58560000000,56320000000,57520000000,57520000000,4.64
ABAD,d,20050809,0,695,732,695,716,167645,655835754,58,719,آباد,13840518,0,716,57280000000,80000000,,55600000000,58560000000,55600000000,57280000000,57280000000,4.642
ABAD,d,20050810,0,732,748,728,728,36466,147081896,22,716,آباد,13840519,0,728,58240000000,80000000,,58560000000,59840000000,58240000000,58240000000,58240000000,4.642
ABAD,d,20050813,0,726,732,726,728,42235,168021580,12,728,آباد,13840522,0,728,58240000000,80000000,,58080000000,58560000000,58080000000,58240000000,58240000000,4.643
ABAD,d,20050814,0,714,732,714,727,138433,550155206,47,728,آباد,13840523,0,727,58160000000,80000000,,57120000000,58560000000,57120000000,58160000000,58160000000,4.645
ABAD,d,20050815,0,727,727,705,725,8420,32747280,7,727,آباد,13840524,0,725,58000000000,80000000,,58160000000,58160000000,56400000000,58000000000,58000000000,4.645
ABAD,d,20050816,0,714,732,699,714,64380,251228251,35,725,آباد,13840525,0,714,57120000000,80000000,,57120000000,58560000000,55920000000,57120000000,57120000000,4.646
ABAD,d,20050817,0,701,732,701,723,2250410,8993233200,24,714,آباد,13840526,0,723,57840000000,80000000,,56080000000,58560000000,56080000000,57840000000,57840000000,4.674
ABAD,d,20050820,0,726,746,723,731,2533401,10009756990,21,723,آباد,13840529,0,731,58480000000,80000000,,58080000000,59680000000,57840000000,58480000000,58480000000,4.705
ABAD,d,20050821,0,732,750,715,740,46410,188587468,27,731,آباد,13840530,0,740,59200000000,80000000,,58560000000,60000000000,57200000000,59200000000,59200000000,4.706
ABAD,d,20050822,0,732,750,732,742,427068,1739728036,47,740,آباد,13840531,0,742,59360000000,80000000,,58560000000,60000000000,58560000000,59360000000,59360000000,4.711
ABAD,d,20050823,0,766,779,734,757,416643,1739697503,37,742,آباد,13840601,0,757,60560000000,80000000,,61280000000,62320000000,58720000000,60560000000,60560000000,4.717
ABAD,d,20050824,0,734,749,732,749,22034,88368601,15,757,آباد,13840602,0,749,59920000000,80000000,,58720000000,59920000000,58560000000,59920000000,59920000000,4.717
ABAD,d,20050827,0,757,786,732,768,95818,401940919,39,749,آباد,13840605,0,768,61440000000,80000000,,60560000000,62880000000,58560000000,61440000000,61440000000,4.718
ABAD,d,20050828,0,768,768,741,748,498124,2052811962,32,768,آباد,13840606,0,748,59840000000,80000000,,61440000000,61440000000,59280000000,59840000000,59840000000,4.724
ABAD,d,20050829,0,748,748,741,747,42418,173093611,19,748,آباد,13840607,0,747,59760000000,80000000,,59840000000,59840000000,59280000000,59760000000,59760000000,4.725
ABAD,d,20050830,0,733,750,733,745,40520,164717252,18,747,آباد,13840608,0,745,59600000000,80000000,,58640000000,60000000000,58640000000,59600000000,59600000000,4.725
ABAD,d,20050831,0,747,760,747,753,49755,205475403,20,745,آباد,13840609,0,753,60240000000,80000000,,59760000000,60800000000,59760000000,60240000000,60240000000,4.726
ABAD,d,20050903,0,757,759,716,747,104574,427051034,26,753,آباد,13840612,0,747,59760000000,80000000,,60560000000,60720000000,57280000000,59760000000,59760000000,4.727
ABAD,d,20050904,0,748,750,723,743,410218,1647892455,36,747,آباد,13840613,0,743,59440000000,80000000,,59840000000,60000000000,57840000000,59440000000,59440000000,4.732
ABAD,d,20050905,0,742,742,732,737,35550,142223119,19,743,آباد,13840614,0,737,58960000000,80000000,,59360000000,59360000000,58560000000,58960000000,58960000000,4.733
ABAD,d,20050906,0,732,740,732,732,149795,599223950,32,737,آباد,13840615,0,732,58560000000,80000000,,58560000000,59200000000,58560000000,58560000000,58560000000,4.735
ABAD,d,20050907,0,732,742,732,739,79921,322878553,27,732,آباد,13840616,0,739,59120000000,80000000,,58560000000,59360000000,58560000000,59120000000,59120000000,4.736
ABAD,d,20050910,0,739,739,739,739,80015,323180585,14,739,آباد,13840619,0,739,59120000000,80000000,,59120000000,59120000000,59120000000,59120000000,59120000000,4.737
ABAD,d,20050911,0,732,739,732,737,511713,2050164898,27,739,آباد,13840620,0,737,58960000000,80000000,,58560000000,59120000000,58560000000,58960000000,58960000000,4.743
ABAD,d,20050912,0,746,746,737,737,62729,252786881,19,737,آباد,13840621,0,737,58960000000,80000000,,59680000000,59680000000,58960000000,58960000000,58960000000,4.744
ABAD,d,20050913,0,741,751,741,749,102614,420145031,40,737,آباد,13840622,0,749,59920000000,80000000,,59280000000,60080000000,59280000000,59920000000,59920000000,4.745
ABAD,d,20050914,0,761,785,750,783,173220,741537000,53,749,آباد,13840623,0,783,62640000000,80000000,,60880000000,62800000000,60000000000,62640000000,62640000000,4.747
ABAD,d,20050917,0,821,822,783,818,240387,1075094104,51,783,آباد,13840626,0,818,65440000000,80000000,,65680000000,65760000000,62640000000,65440000000,65440000000,4.75
ABAD,d,20050918,0,778,851,777,847,122210,565531020,27,818,آباد,13840627,0,847,67760000000,80000000,,62240000000,68080000000,62160000000,67760000000,67760000000,4.752
ABAD,d,20050919,0,878,878,814,868,183581,870061133,43,847,آباد,13840628,0,868,69440000000,80000000,,70240000000,70240000000,65120000000,69440000000,69440000000,4.754
ABAD,d,20050921,0,850,887,825,881,221649,1068704112,53,868,آباد,13840630,0,881,70480000000,80000000,,68000000000,70960000000,66000000000,70480000000,70480000000,4.757
ABAD,d,20051031,0,641,641,604,633,100994,349284675,30,881,آباد,13840809,0,633,50640000000,80000000,,51280000000,51280000000,48320000000,50640000000,50640000000,4.758
ABAD,d,20051101,0,601,632,601,632,510,1677560,2,633,آباد,13840810,0,632,50560000000,80000000,,48080000000,50560000000,48080000000,50560000000,50560000000,4.758
ABAD,d,20051102,0,601,632,601,632,510,1676540,2,632,آباد,13840811,0,632,50560000000,80000000,,48080000000,50560000000,48080000000,50560000000,50560000000,4.758
ABAD,d,20051106,0,600,617,600,617,30010,98493730,11,632,آباد,13840815,0,617,49360000000,80000000,,48000000000,49360000000,48000000000,49360000000,49360000000,4.759
ABAD,d,20051107,0,586,600,586,600,35010,112207810,7,617,آباد,13840816,0,600,48000000000,80000000,,46880000000,48000000000,46880000000,48000000000,48000000000,4.759
ABAD,d,20051108,0,570,586,570,586,30010,93542040,10,600,آباد,13840817,0,586,46880000000,80000000,,45600000000,46880000000,45600000000,46880000000,46880000000,4.759
ABAD,d,20051109,0,557,572,557,572,30010,91351290,9,586,آباد,13840818,0,572,45760000000,80000000,,44560000000,45760000000,44560000000,45760000000,45760000000,4.76
ABAD,d,20051113,0,561,568,561,568,25982,79687154,9,572,آباد,13840822,0,568,45440000000,80000000,,44880000000,45440000000,44880000000,45440000000,45440000000,4.76
ABAD,d,20051114,0,556,564,556,564,20337,61845237,6,568,آباد,13840823,0,564,45120000000,80000000,,44480000000,45120000000,44480000000,45120000000,45120000000,4.76
ABAD,d,20051115,0,553,560,553,560,21668,65481096,9,564,آباد,13840824,0,560,44800000000,80000000,,44240000000,44800000000,44240000000,44800000000,44800000000,4.761
ABAD,d,20051116,0,549,560,549,560,1003,3010603,3,560,آباد,13840825,0,560,44800000000,80000000,,43920000000,44800000000,43920000000,44800000000,44800000000,4.761
ABAD,d,20051119,0,549,556,549,556,20010,60030410,6,560,آباد,13840828,0,556,44480000000,80000000,,43920000000,44480000000,43920000000,44480000000,44480000000,4.761
ABAD,d,20051120,0,545,549,545,547,165486,494743846,67,556,آباد,13840829,0,547,43760000000,80000000,,43600000000,43920000000,43600000000,43760000000,43760000000,4.763
ABAD,d,20051121,0,548,548,547,547,1005,3011905,2,547,آباد,13840830,0,547,43760000000,80000000,,43840000000,43840000000,43760000000,43760000000,43760000000,4.763
ABAD,d,20051122,0,536,538,536,538,53828,157723459,28,547,آباد,13840901,0,538,43040000000,80000000,,42880000000,43040000000,42880000000,43040000000,43040000000,4.764
ABAD,d,20051123,0,527,564,527,548,97756,292973506,106,538,آباد,13840902,0,548,43840000000,80000000,,42160000000,45120000000,42160000000,43840000000,43840000000,4.765
ABAD,d,20051126,0,575,575,575,575,115507,363269515,48,548,آباد,13840905,0,575,46000000000,80000000,,46000000000,46000000000,46000000000,46000000000,46000000000,4.766
ABAD,d,20051219,0,518,521,120,500,183010,327230200,30,880,آباد,13840928,0,500,75000000000,150000000,,77700000000,78150000000,18000000000,75000000000,75000000000,4.767
ABAD,d,20051220,0,525,525,525,525,201035,377342695,55,500,آباد,13840929,0,525,78750000000,150000000,,78750000000,78750000000,78750000000,78750000000,78750000000,4.769
ABAD,d,20051221,0,551,551,532,551,2317369,4559854638,403,525,آباد,13840930,0,551,82650000000,150000000,,82650000000,82650000000,79800000000,82650000000,82650000000,4.784
ABAD,d,20051224,0,578,578,578,578,618993,1278220545,199,551,آباد,13841003,0,578,86700000000,150000000,,86700000000,86700000000,86700000000,86700000000,86700000000,4.788
ABAD,d,20051225,0,607,607,588,606,1838704,3983743527,600,578,آباد,13841004,0,606,90900000000,150000000,,91050000000,91050000000,88200000000,90900000000,90900000000,4.801
ABAD,d,20051226,0,607,621,588,599,408669,874413767,170,606,آباد,13841005,0,599,89850000000,150000000,,91050000000,93150000000,88200000000,89850000000,89850000000,4.803
ABAD,d,20051227,0,579,579,569,572,327738,669752229,133,599,آباد,13841006,0,572,85800000000,150000000,,86850000000,86850000000,85350000000,85800000000,85800000000,4.806
ABAD,d,20051228,0,571,585,560,568,175087,355342453,55,572,آباد,13841007,0,568,85200000000,150000000,,85650000000,87750000000,84000000000,85200000000,85200000000,4.807
ABAD,d,20051231,0,585,596,585,595,149157,317257148,57,568,آباد,13841010,0,595,89250000000,150000000,,87750000000,89400000000,87750000000,89250000000,89250000000,4.808
ABAD,d,20060101,0,610,610,582,602,176042,378684797,80,595,آباد,13841011,0,602,90300000000,150000000,,91500000000,91500000000,87300000000,90300000000,90300000000,4.809
ABAD,d,20060102,0,598,598,577,588,101982,214296926,43,602,آباد,13841012,0,588,88200000000,150000000,,89700000000,89700000000,86550000000,88200000000,88200000000,4.81
ABAD,d,20060103,0,590,591,575,585,54252,113266479,26,588,آباد,13841013,0,585,87750000000,150000000,,88500000000,88650000000,86250000000,87750000000,87750000000,4.81
ABAD,d,20060104,0,574,576,557,563,198472,399515935,77,585,آباد,13841014,0,563,84450000000,150000000,,86100000000,86400000000,83550000000,84450000000,84450000000,4.811
ABAD,d,20060107,0,547,547,535,539,61952,119241445,24,563,آباد,13841017,0,539,80850000000,150000000,,82050000000,82050000000,80250000000,80850000000,80850000000,4.812
ABAD,d,20060108,0,538,557,514,529,310786,587255932,94,539,آباد,13841018,0,529,79350000000,150000000,,80700000000,83550000000,77100000000,79350000000,79350000000,4.814
ABAD,d,20060109,0,546,555,541,550,210811,414235726,54,529,آباد,13841019,0,550,82500000000,150000000,,81900000000,83250000000,81150000000,82500000000,82500000000,4.815
ABAD,d,20060110,0,543,549,541,544,86614,168330490,32,550,آباد,13841020,0,544,81600000000,150000000,,81450000000,82350000000,81150000000,81600000000,81600000000,4.816
ABAD,d,20060114,0,535,535,517,535,21959,40664964,9,544,آباد,13841024,0,535,80250000000,150000000,,80250000000,80250000000,77550000000,80250000000,80250000000,4.816
ABAD,d,20060115,0,508,517,508,509,334331,607586358,111,535,آباد,13841025,0,509,76350000000,150000000,,76200000000,77550000000,76200000000,76350000000,76350000000,4.818
ABAD,d,20060116,0,508,518,504,510,123834,225795964,62,509,آباد,13841026,0,510,76500000000,150000000,,76200000000,77700000000,75600000000,76500000000,76500000000,4.819
ABAD,d,20060117,0,531,536,531,535,125368,239738128,43,510,آباد,13841027,0,535,80250000000,150000000,,79650000000,80400000000,79650000000,80250000000,80250000000,4.82
ABAD,d,20060118,0,562,562,532,541,142780,276166760,52,535,آباد,13841028,0,541,81150000000,150000000,,84300000000,84300000000,79800000000,81150000000,81150000000,4.821
ABAD,d,20060121,0,518,540,518,540,1543,2856360,3,541,آباد,13841101,0,540,81000000000,150000000,,77700000000,81000000000,77700000000,81000000000,81000000000,4.821
ABAD,d,20060122,0,516,535,516,535,23978,45067150,9,540,آباد,13841102,0,535,80250000000,150000000,,77400000000,80250000000,77400000000,80250000000,80250000000,4.821
ABAD,d,20060123,0,518,519,510,519,52513,96812531,27,535,آباد,13841103,0,519,77850000000,150000000,,77700000000,77850000000,76500000000,77850000000,77850000000,4.821
ABAD,d,20060124,0,515,515,495,501,83612,149718382,43,519,آباد,13841104,0,501,75150000000,150000000,,77250000000,77250000000,74250000000,75150000000,75150000000,4.822
ABAD,d,20060125,0,501,515,501,508,41646,76090087,22,501,آباد,13841105,0,508,76200000000,150000000,,75150000000,77250000000,75150000000,76200000000,76200000000,4.822
ABAD,d,20060128,0,517,517,504,507,53221,96540073,25,508,آباد,13841108,0,507,76050000000,150000000,,77550000000,77550000000,75600000000,76050000000,76050000000,4.822
ABAD,d,20060129,0,531,532,515,524,178750,334752171,70,507,آباد,13841109,0,524,78600000000,150000000,,79650000000,79800000000,77250000000,78600000000,78600000000,4.824
ABAD,d,20060130,0,517,523,517,519,83491,154774237,32,524,آباد,13841110,0,519,77850000000,150000000,,77550000000,78450000000,77550000000,77850000000,77850000000,4.824
ABAD,d,20060131,0,504,504,493,496,158730,281212757,70,519,آباد,13841111,0,496,74400000000,150000000,,75600000000,75600000000,73950000000,74400000000,74400000000,4.825
ABAD,d,20060201,0,474,495,472,485,145315,252017236,60,496,آباد,13841112,0,485,72750000000,150000000,,71100000000,74250000000,70800000000,72750000000,72750000000,4.826
ABAD,d,20060204,0,468,509,468,481,35572,60629660,13,485,آباد,13841115,0,481,72150000000,150000000,,70200000000,76350000000,70200000000,72150000000,72150000000,4.826
ABAD,d,20060205,0,457,457,457,457,308213,503003616,62,481,آباد,13841116,0,457,68550000000,150000000,,68550000000,68550000000,68550000000,68550000000,68550000000,4.829
ABAD,d,20060206,0,434,437,434,434,302872,470006718,101,457,آباد,13841117,0,434,65100000000,150000000,,65100000000,65550000000,65100000000,65100000000,65100000000,4.831
ABAD,d,20060207,0,423,441,414,430,70245,108028205,21,434,آباد,13841118,0,430,64500000000,150000000,,63450000000,66150000000,62100000000,64500000000,64500000000,4.831
ABAD,d,20060212,0,447,448,428,435,110677,171942942,32,430,آباد,13841123,0,435,65250000000,150000000,,67050000000,67200000000,64200000000,65250000000,65250000000,4.832
ABAD,d,20060213,0,446,455,414,427,160217,244194496,61,435,آباد,13841124,0,427,64050000000,150000000,,66900000000,68250000000,62100000000,64050000000,64050000000,4.833
ABAD,d,20060214,0,418,418,418,418,130325,194721550,30,427,آباد,13841125,0,418,62700000000,150000000,,62700000000,62700000000,62700000000,62700000000,62700000000,4.834
ABAD,d,20060215,0,410,425,410,413,335939,496461031,96,418,آباد,13841126,0,413,61950000000,150000000,,61500000000,63750000000,61500000000,61950000000,61950000000,4.836
ABAD,d,20060218,0,421,421,420,420,56690,85373090,23,413,آباد,13841129,0,420,63000000000,150000000,,63150000000,63150000000,63000000000,63000000000,63000000000,4.836
ABAD,d,20060219,0,428,428,425,425,38339,58696879,17,420,آباد,13841130,0,425,63750000000,150000000,,64200000000,64200000000,63750000000,63750000000,63750000000,4.837
ABAD,d,20060220,0,433,433,428,428,26465,40967640,8,425,آباد,13841201,0,428,64200000000,150000000,,64950000000,64950000000,64200000000,64200000000,64200000000,4.837
ABAD,d,20060221,0,437,437,435,435,56973,88877840,26,428,آباد,13841202,0,435,65250000000,150000000,,65550000000,65550000000,65250000000,65250000000,65250000000,4.837
ABAD,d,20060222,0,444,444,427,430,240284,369215745,74,435,آباد,13841203,0,430,64500000000,150000000,,66600000000,66600000000,64050000000,64500000000,64500000000,4.839
ABAD,d,20060225,0,423,428,423,426,41152,62428220,19,430,آباد,13841206,0,426,63900000000,150000000,,63450000000,64200000000,63450000000,63900000000,63900000000,4.839
ABAD,d,20060226,0,420,432,420,425,74118,112501103,30,426,آباد,13841207,0,425,63750000000,150000000,,63000000000,64800000000,63000000000,63750000000,63750000000,4.839
ABAD,d,20060227,0,433,433,426,426,9368,14492036,7,425,آباد,13841208,0,426,63900000000,150000000,,64950000000,64950000000,63900000000,63900000000,63900000000,4.84
ABAD,d,20060228,0,434,434,431,431,38958,60423738,20,426,آباد,13841209,0,431,64650000000,150000000,,65100000000,65100000000,64650000000,64650000000,64650000000,4.84
